Job Title,Company,Employer Email,Salary,Avg Salary,Lower Salary Range,Upper Salary Range,Job Highlights,Job Description,Career Level,Qualification,Years of Experience,Job Type,Company Website,Job Link,Job Functions,Industry,Date Posted,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Business Analyst / Project Coordinator / QA Officer (Fresh is welcome),Seamatch Asia Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Junior BA, (Web/ Mobile/ Bank/ telecom projects)', 'Project Coordinator, QA Officer (Junior & Senior)', 'Large Corp/ Team exp, Good language/ Communication']","['We have a full-time position available, looking for a couple of talents to assist with tracking and reporting on progress and performance of projects.', 'Business Analyst', 'Communicate with customers to analyze functional and nonfunctional requirements;', 'Prepare system documentations including functional specification and system testing;', 'Conduct analysis on the existing systems and availability of solutions and technologies in the market;', 'Prepare training materials and provide user training and implementation support;', 'Perform\xa0Quality Assurance and provide User Acceptance Testing (UAT) and production support of the application', 'Work closely with project manager and software development team for project implementation & delivery', 'General Requirements:', 'University graduate preferably in Computer Science, Information System, Finance or related discipline', '2-3 years relevant working experience in business / finance / technology analysis', 'Ability to deliver according to schedule and quality criteria', 'Experience in Application development will ', 'be an advantage', 'Good planning, time management and organizational skills', 'Proactive, fast-learning,\xa0self-motivated\xa0and able to work under pressure and independently;', 'Proficiency in English, Cantonese and Putonghua', 'More experience will be consider as Senior Business analyst/Project Manager', 'Project Coordinator', 'Assist Project Manager to prepare project proposal and planning', 'Gather project status information, preparing project status reports and budget usage reports', 'Organize project meeting by preparing agenda, issuing meeting notice and handling minutes and records', 'Coordinate assigned projects by working closely with internal departments, project team members and third parties', 'Understand customer business flow & perform system implementation', 'Apply quality assurance procedure and hold user acceptance test', 'Conduct user training on system usage', 'General Requirements:', 'Higher Diploma or above in Computer Science, Information Technology, Business or related discipline', '1-2 years working experience in project execution activities, working with IT projects is desirable', 'Knowledge of Software Development is preferred', 'Proficient in Microsoft Office (Word, Excel, PowerPoint) and Chinese input method', 'Good problem solving skill and strong communication skill', 'Self-initiative, be able to work independently', 'Quality Assurance Officer', 'Prepare user requirements and specifications for system development', 'Review user requirements, functional specifications and prepare test specification / plan', 'Perform functional testing, regression testing, performance testing & exploratory testing and provide test report', 'Collaborate with developers and reproduce defects for debug plan', 'Design contingency test case for unexpected scenarios', 'Participate in planning, design and testing phases of the application development', 'Follow up with related parties to ensure the smooth implementation of the new products or services', 'Requirements:', 'Degree in computer science or software QA related disciplines', 'Min ', '1 year related experience', 'Interest and passion in new technology', 'Strong in problem solving analysis, troubleshooting, web application testing, analytical thinking and communications skills', 'Technical background on Responsive Website, Mobile Apps and Software Test Tools is a plus', 'Experience in using software test automation tools is a plus', 'Good presentation skill on verbal and written English and Chinese', 'Less experience or Fresh Graduate will be consider as Junior position']",Entry,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/business-analyst-project-coordinator-qa-officer-fresh-is-welcome-100003008825716,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Testing / QA",Human Resources Management/Consultancy,10-19-2021,NULL,NULL,1,NULL,NULL,NULL,1,NULL
"IT Business Analyst (Smart Office, Mobile App & System Projects) - Major Bank",IT Solutions Limited.,['jobs @itsolutions.com.hkorPlease'],Not Specified,#VALUE!,NULL,NULL,"['Work on the whole system development life cycle', 'Perform business analysis & UAT', 'Develop your career path in Major Bank']","['We are searching on behalf of a\xa0', 'Major Bank', '\xa0for a few\xa0IT ', 'Business Analysts', '\xa0to work on ', 'WorkPlace Mobile App & System Implementation Project', '.', '\xa0Responsibilities:', 'Work on\xa0Internal Staff Facing Mobile App & System Implementation Project', 'Perform business analysis and user requirement studies\xa0', 'Act as the key interface between business users and technical developers', 'Write Test Plans and conduct User Acceptance Test', 'Assist to manage IT project implementation', '\xa0Requirements:', 'Degree in Computer Science or Finance or Business Admin or related discipline', '2+ years of work experience as Business Analyst or Business Consultant\xa0', 'Good communication skills in Cantonese and English', 'Experience in financial industry is a big plus\xa0', '\xa0Benefits:', 'Attractive remunerations will be offered to the successful candidate', 'Excellent opportunity to further develop your professional skills in major banking environment', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:', 'jobs @itsolutions.com.hk', 'or', 'Please click the Apply Now button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.', '\xa0\xa0', 'Personal data collected will be used for recruitment purposes only.', 'IT Solutions Ltd.', 'Suite 2102, 21st Floor', 'Lucky Building', '39 Wellington Street', 'Central, Hong Kong', '(P.S.\xa0 We do not process applications from overseas for this position)']",Entry,Degree,2,"Full Time, Contract",Not Specified,/hk/en/job/it-business-analyst-smart-office-mobile-app-system-projects-major-bank-100003008835933,"Banking / Finance, Analyst, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Information Technology,10-22-2021,NULL,NULL,1,NULL,NULL,NULL,1,NULL
Junior / Senior Business Analyst (Insurance),Manpower Services (Hong Kong) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Good remuneration package', 'Great career path with chance of promotion', '5-day work']","['Our client, Global insurance company , is now looking for Business Analyst to join their technical development teams.', 'Responsibilities:', 'Responsible in insurance / investment / project involving project coordination and communicate project schedules with internal departments and clients', 'Work with clients to obtain requirements through interviews, document analysis, surveys, site visits, business process descriptions, workflow analysis and use cases.', 'Evaluate the information from those multiple sources to develop an understanding of the clients business requests and needs and translate them into application and operational requirements.', 'Excellent verbal and written communication skills and the ability to lead a project or group.', 'Liaise with business users on scope, business requirement, testing plans and test cases and provide feedbacks', 'Conduct system test and obtain signoff from business users', 'Participate in product roadmap, business direction, market research analysis to facilitate product formulation', 'Conduct workshops and presentations to senior management and stakeholders', 'Requirements:', 'University graduate preferably in Business, Finance, Information System or other related disciplines', '2-5 years relevant working experience in business / finance / technology analysis', 'Experience or interest in product design will be an advantage', 'Strong interpersonal, communication and presentation skills', 'Good planning, time management and organizational skills']",Entry,Degree,2,Contract,http://www.manpowergroupgrc.hk,/hk/en/job/junior-senior-business-analyst-insurance-100003008827041,"Information Technology (IT), Product Management / Business Analyst, Software Development, Others",Human Resources Management/Consultancy,10-19-2021,NULL,NULL,1,NULL,NULL,NULL,1,NULL
Junior / Senior Business Analyst (insurance /web/ mobile project),Manpower Services (Hong Kong) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['5 days work', 'Good career prospect', 'Various projects with chance for promotion']","['Our client, , Global insurance company, is now looking for Business Analyst to join their technical development teams.', 'Responsibilities:', 'Responsible in insurance / investment / project involving project coordination and communicate project schedules', 'with internal departments and clients', 'Work with clients to obtain requirements through interviews, document analysis, surveys, site visits, business process descriptions, workflow analysis and use cases.', 'Evaluate the information from those multiple sources to develop an understanding of the clients business requests and needs and translate them into application and operational requirements.', 'Excellent verbal and written communication skills and the ability to lead a project or group.', 'Liaise with business users on scope, business requirement, testing plans and test cases and provide feedbacks', 'Conduct system test and obtain signoff from business users', 'Participate in product roadmap, business direction, market research analysis to facilitate product formulation', 'Conduct workshops and presentations to senior management and stakeholders', 'Requirements:', 'University graduate preferably in Business, Finance, Information System or other related disciplines', '2', '-5 years relevant working experience in business / finance / technology analysis', 'Experience or interest in product design will be an advantage', 'Strong interpersonal, communication and presentation skills', 'Good planning, time management and organizational skills']",Entry,Degree,2,Contract,http://www.manpowergroupgrc.hk,/hk/en/job/junior-senior-business-analyst-insurance-web-mobile-project-100003008827040,"Information Technology (IT), Support, Product Management / Business Analyst, Technical Writing",Human Resources Management/Consultancy,10-19-2021,NULL,NULL,1,NULL,NULL,NULL,1,NULL
Data Scientist,Spencer Ogden (Hong Kong) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['2+ years experience', '5-day work & Flexible working hour', 'Latest machine learning technology']","['\xa0', 'Job Highlights', '\xa0', '5-day work & Flexible working hour', 'A passionate, motivated yet friendly and casual team\xa0', 'Flexibility in assigning tasks to meet your learning and career goals', 'Latest machine learning\xa0', 'technology', 'Rapidly growing data volume', 'Fast paced environment', '\xa0', '\xa0', 'Responsibilities:', '\xa0', 'Drive smarter A/B testing\xa0', '\xa0', 'Build predictive and prescriptive models to turn data into actionable business insights', '\xa0', 'Unlock operational efficiency through big data optimization and robust statistical analyses', '\xa0', 'Explore and master new technologies to advance customer experience solution, such as recommenders, and risk mitigation solution, such as fraud detection', '\xa0', '\xa0', 'Requirements:', '\xa0', 'Mathematics, Statistics, Economics, Computer Science, Engineering or related degree (M.S. or Ph.D. is preferred)', '\xa0', '2+ years working experience as a data scientist or analyst in the e-commerce, FMCG, retail, or finance industry', '\xa0', 'Demonstrable experience in applying the latest machine learning techniques to deliver quantifiable business outcomes', '\xa0', 'Able to concisely articulate data science work and insights to stakeholders', '\xa0', 'Working knowledge in a variety of supervised and unsupervised algorithms, and their corresponding real-world limitations.', '\xa0', 'Knowledge of advanced statistical techniques and concepts', '\xa0', 'Having manipulated big data with Python and SQL', '\xa0', 'Nice-To-Have:', '\xa0', 'EC2/ECS/Kinesis/MSK/SageMaker/SES/SQS', '\xa0', 'Kafka', '\xa0', 'Beam/Spark', '\xa0', 'BigQuery', '/', 'DataFlow', '\xa0', 'DynamoDB/MongoDB/Redis', '\xa0', 'Docker/Kubernetes', '\xa0', 'Airflow', '\xa0', 'For more information about this role please contact Cherry Fan\xa0', 'at', '\xa02245 3375.', '\xa0']",Entry,Not Specified,2,Full Time,Not Specified,/hk/en/job/data-scientist-100003008800082,"Information Technology (IT), Data Scientist",Human Resources Management/Consultancy,10/7/2021,NULL,1,NULL,NULL,1,NULL,NULL,1
Junior Digital Analyst,Bluebell (Asia) Limited,['recruit.hk @bluebellgroup.com'],Not Specified,#VALUE!,NULL,NULL,"['SEO / SEM', 'Google Ads and Facebook Ads', 'Google Analytics']","['We are looking for a digital expert to join our Group digital team and contribute to the Digital projects across the Group. As a Junior Digital Analyst, he / she will support to the performance marketing skills of all digital and marketing teams in the Group, as well as the return on digital ads spend across all brands. We offer regional exposure, progressive career path, open minded and supportive team culture to the suitable candidate.', 'Responsibilities:', 'Support all aspects of SEO / SEM campaigns from\xa0strategic planning,\xa0project management,\xa0execution, optimization to analysis and reporting', 'Monitor key metrics and analyse results to provide recommendations', 'Leverage all digital data to identify insights and opportunities to drive optimization of new and existing web', 'Work closely with Marketing, CRM and IT team to analyse digital data on the effectiveness of digital advertising platforms and e-commerce sales', 'Conduct market research and competitor analysis on the digital campaign', 'Perform data analysis on first party and third party data in partnership with internal IT team', 'Manage and create reports related to team performance and data entry tracking', 'Perform other duties as assigned', 'Requirements:', 'Bachelor Degree in Computer Science, Information System or IT related disciplines', 'Minimum 2 years experience in digital-related projects / analyst roles', 'Good knowledge in Google Analytics, SEO / SEM and solid experience in performance marketing tools. e.g. Google Ads and Facebook Ads is a must', 'Experience using Tableau or other BI Tools for reporting and analyses', 'Proficiency in SQL and Python/R', 'Proactive, detail-minded, independent and passion for digital excellence', 'Relevant experience in retail industry with good knowledge of latest market trends are an advantage', 'We offer excellent career opportunities, attractive remuneration and generous fringe benefits to the successful candidates. Interested parties, please send your full resume with current and expected salary via email to recruit.hk @bluebellgroup.com for interview.', '(All personal data collected will be used for recruitment purpose only.)']",Entry,Degree,2,"Full Time, Permanent",http://www.bluebellgroup.com,/hk/en/job/junior-digital-analyst-100003008812506,"Information Technology (IT), IT - Webmaster / SEO, Product Management / Business Analyst",Wholesale / Retail,10-13-2021,NULL,1,1,1,1,NULL,1,NULL
Data Analyst,Zebra Strategic Outsource Solution Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Facilitate incident investigation and resolution', 'Design and build MIS', 'Analyze business process']","['Responsibilities', 'Facilitate incident investigation and resolution including data retrieval, gap/impact analysis, data cleansing, data verification and client communication', 'Design and build MIS for monitoring business process and identifying exceptions or outliners to strengthen operating efficiency and accuracy', 'Analyze business process and identifying automation opportunities and assess automation feasibility', 'Continuously discover, evaluate and help implement new and emerging technologies to help maximize business efficiency', 'Maintain a detailed and complete data-dictionary about the Data Warehouse', 'Work closely with partners across business units to understand project requirements, timely delivery and partner communication across the various levels in the organization', 'Requirements', 'Bachelor degree or above in Computer Science, Data Science, Business Administration with expertise in Business Intelligence, Big Data and/or Analytics, Predictive modeling and data manipulation/extraction from huge / complex databases using SAS / SQL/ R/ Hadoop are required (SAS hands-on experience is a must and R/Hadoop experience is much preferred.)', 'Good command of written and spoken English', 'Good command of written Chinese, spoken Cantonese and /or Mandarin', 'Strong analytical aptitude, attention to detail and logical reasoning ability', 'Strong presentation and communication skills', 'Strong process/project management skills', 'Work proactively and independently']",Entry,Degree,2,"Full Time, Contract",https://www.zebragroup.com,/hk/en/job/data-analyst-100003008797738,"Information Technology (IT), DBA, Product Management / Business Analyst, Data Scientist",Human Resources Management/Consultancy,10/7/2021,NULL,1,NULL,NULL,NULL,NULL,1,NULL
Engineer - 5G Core New Service Development,Hutchison Telecommunications (Hong Kong) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['5G Core New Service Development', '5G Development', 'Project Management']","['Responsibilities:', 'Responsible for project delivery and vendor communication related to 5G Core Architecture & Evolution, New Service Development', 'In charge in network elevation test and troubleshooting', 'Involve in network upgrade, patch implementation, deployment', 'Requirements:', 'Higher Diploma in IT, Engineering, Computer Science disciplines', '2\xa0year of related working experience', 'Self-motivated, quick learner and have good communication skill', 'Exposure on\xa0', 'advance mobile technologies including 5G & IoT', 'Apart from competitive remuneration package and exciting opportunity for career development within the Group, we provide attractive employee benefits such as free company shuttle, free company SIM card and preferential SIM plan offers, comprehensive medical & insurance schemes, as well as full range of other employee well-being provisions.\xa0', 'Interested parties, please apply with full resume, present and expected salary, by clicking APPLY NOW. Please quote the reference number on the e-mail subject.', 'We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in the strictest confidence and handled confidentially by authorised personnel for recruitment-related purposes only within the CK Hutchison Group of companies. The personal data of unsuccessful applicants will be destroyed after the recruitment exercise pursuant to the requirements of the Personal Data (Privacy) Ordinance in Hong Kong.']",Entry,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/engineer-5g-core-new-service-development-100003008834772,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System",Telecommunication,10-22-2021,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
Cloud Architect,Smartmore Corporation Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Start Up Culture', 'Experience in Agile/Scrum', 'AWS Certified Solution Architect is preferred']","['Responsibilities:\xa0', 'Develop architecture strategies that meet with business needs of the corporate .', 'Work closely with the development team to achieve cloud migration and recommend cost-effective cloud solutions.', 'Responsible for defining as well as designing the cloud architecture and create technical documents.', 'Define\xa0 technical and security specifications for the targeted applications.', 'Continuously review the architecture, design, monitoring and performance tuning of Cloud platforms.', 'Requirements:', 'Bachelors degree in Information Technology/Computer Science/Computer Engineering or other relevant disciplines.\xa0', '2 years+ experience with continuous integration and DevOps.', 'Strong Solution Architecture knowledge across the AWS Cloud space.', 'Familiar with various AWS Cloud Technologies components such as\xa0 S3, EC2, EKS, RDS.', 'Experience in Agile/Scrum environment is a plus.', 'AWS Certified Solution Architect is highly preferred.']",Middle,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/cloud-architect-100003008837730,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Others",Information Technology,10-22-2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Technical Application Specialist,Abbott Laboratories Limited.,NULL,Not Specified,#VALUE!,NULL,NULL,"['Provide technical support and troubleshooting', 'Implement IT solutions', 'Perform Instrument Validation']","['The position is responsible for provide technical support and troubleshooting for our Core Diagnostics products.\xa0 Key responsibilities include the followings:', 'Provide Technical support and troubleshooting, conduct customer training for diagnostics instruments', 'Perform Instrument Validation based on The Hong Kong Laboratory Accreditation Scheme (HOKLAS)', 'Implement IT solutions', 'Support Sales Service to hospitals and private laboratories', 'Requirements:', 'College or equivalent graduates with related background in medical technology, pathological diagnostics or biological science', 'IT knowledge is preferred', 'Minimum of 2 years of Application Support in medical or diagnostics industry is preferred', 'Strong communication and interpersonal skills', 'Fluent in Chinese and English', 'Interested parties, please send your profile with present and\xa0expected salary to us by clicking the ', 'Apply Now ', 'button.', 'Personal data collected will be used for recruitment purposes only.']",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",http://www.abbott.com,/hk/en/job/technical-application-specialist-100003008820460,"Information Technology (IT), Application Specialist - Software, Support, Software Development",Medical/Pharmaceutical,10-20-2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MS SQL Server Database Administrator (DBA)  Major Bank,IT Solutions Limited.,['jobs @itsolutions.com.hkorPlease'],Not Specified,#VALUE!,NULL,NULL,"['Develop Your Career in a Major Bank', 'MS SQL Server / Oracle / MySQL / MongoDB DBA', 'Enterprise environment']","['We are searching on behalf of a Major Bank\xa0for high-calibre ', 'MS SQL Server DBA', '\xa0to', '\xa0', 'provide technical support and advice of Database management services\xa0for a Major Bank.', 'Responsibilities:', '\xa0', 'Database administration of MS SQL Server', ', and also assist in DBA of Oracle and DB2.', 'Monitor,\xa0tuning and optimization\xa0of database systems.', 'SQL design & performance tuning.', 'Operation, planning & design of multiple enterprise Servers.', 'Provide trend analysis to management team.', 'Improve and maintain of databases.', 'Requirements:', '\xa0', 'Degree or above in Computer Science or related discipline.', 'Solid Experience in database administration of MS SQL Server.', 'No banking experience required.', 'Benefits:', 'Attractive remunerations will be offered to the successful candidates.', 'Excellent opportunity to further develop your professional skills in a Major Bank.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:', 'jobs @itsolutions.com.hk', 'or', 'Please click the ', 'Apply Now', ' button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.', 'Personal data collected will be used for recruitment purposes only.', 'IT Solutions Ltd.', 'Suite 2102', '21/F Lucky Building', '39 Wellington Street', 'Central, Hong Kong', '(P.S. We do not process applications from overseas for this position)']",Middle,Degree,2,"Full Time, Contract",Not Specified,/hk/en/job/ms-sql-server-database-administrator-dba-major-bank-100003008837077,"Banking / Finance, Others, Information Technology (IT), DBA, Support",Information Technology,10-22-2021,NULL,1,1,NULL,NULL,NULL,NULL,NULL
Associate Robotics Process Automation Engineer,Arrow Asia Pac Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['1-2 years experience in Robotics Automation', 'Excel and Power BI experience', 'Passionate in new technology']","['Numerous ', 'RPA Engineer', ' positions for high caliber engineering graduates with desire to expose themselves to the state-of-the-art technologies and apply on Robotic Process Automation.', 'Your primary focus as an RPA Engineer is on improving and automating business processes using RPA tools, and bringing positive impact to Arrows businesses including Sales, Finance, and Asset Management functions and beyond. In Arrows operations, it provides you the reach to a wide range of users to engage and partner with in data collection, user requirement gathering, process design, as well as solution development for both local and regional projects. These are all very valuable experience for young talents growth.', 'What Youll Be Doing', 'Be part of the Robotic Process Automation (RPA) team to research, design, and develop automation solutions to meet business requirements.', 'Manage full development lifecycle including testing, implementation, and auditing.', 'Perform solution design, verification, and support, which may require in-depth research and analysis.', 'Execute, assess, and troubleshoot programs and applications.', 'Analyse and amend errors in a timely and accurate fashion, and participate in upgrades, revisions, fixes, and patches as mandated by the vendor.', 'Design, develop and document specifications throughout the project lifecycle.', 'What We Are Looking For', 'A Bachelors degree in IT / Engineering or equivalent is required.', 'Candidate with 1 to 2 years of related experience is preferred.', 'Some experience in UiPath and Marco is a plus; solid skill in MS Excel is required.', 'Strong understanding & logical thinking of the business processes behind the applications.', 'Passion to innovate and a desire to seek out solutions to problems.', 'Able to work independently in a fast-paced and agile environment.', 'Possess strong written and verbal communication skills\xa0', 'Whats In It For You', 'At Arrow, we recognize that financial rewards and great benefits are important aspects of an ideal job. Thats why we offer competitive financial compensation, including various compensation plans, and a solid benefits package.', 'Family Insurance', 'Life Insurance', '13th Month Bonus', 'Discretionary Performance Bonus', 'MPF with additional employer contributions', 'Paid Time Off', '5-Day Work Week', 'Shuttle Bus to HKSTP Office', 'Business Trip Exposure', 'Growth Opportunities', 'And more!']",Entry,Degree,2,"Full Time, Permanent",http://careers.arrow.com,/hk/en/job/associate-robotics-process-automation-engineer-100003008833575,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Software Development, Data Scientist",Information Technology,10-21-2021,NULL,NULL,1,NULL,NULL,1,NULL,NULL
Data Analyst,Spencer Ogden (Hong Kong) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Working knowledge of SQL Server', 'Big data analytics and AI projects', 'Over 3 years of experience in data analyze']","['Our client is\xa0', 'one of the biggest construction\xa0co', 'ntractors\xa0', 'in Hong Kong. The company engages in building const', 'ruction and civil engineering projects.', '\xa0They are now looking for talents to join their team.', '\xa0', '\xa0', 'Job Description:', '\xa0', 'Establish and maintain high-efficiency and high-quality in-house software development and AI project implementation process and standard', '\xa0', 'Working knowledge of SQL Server, Create Power BI (PBI) Dashboards & Reports', '\xa0', 'Develop reference modules and programs for facilitating the adoption of big data analytics', '\xa0', 'Enhance and maintain the theme pages for big data analytics platform and data sharing infrastructure', '\xa0', 'Reveal and uncover insights by exploring and mining structured and unstructured data', '\xa0', 'Apply analytical methods and algorithms to build data products that generate business insights and improve operational efficiency', '\xa0', 'Job Requirements:', '\xa0', 'University degree holder or above in relevant field (Computer Science, Software Engineering, Data Mining, Machine Learning)', '\xa0', 'Over 3 years of experience in data analyze and programming', '\xa0', 'Experience in Business Intelligence Visualization Techniques like\xa0', 'PowerBI', '\xa0and DataV', '\xa0', 'Good knowledge in development with Python OR C#.NET OR JAVA OR ReactJS,\xa0', 'VueJS', ', AngularJS', '\xa0', 'Hands-on experience on Oracle, MSSQL, MySQL Server, Greenplum with GIS database administration and optimization', '\xa0', 'Experience in big data analytics and AI projects is a big plus', '\xa0', 'Able to communicate effectively with both technical and business audience in Mandarin Chinese and English', '\xa0']",Entry,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/data-analyst-100003008802075,"Information Technology (IT), Others",Human Resources Management/Consultancy,10/8/2021,NULL,1,NULL,1,1,NULL,1,NULL
Data Controller - Market Data,CACEIS Hong Kong Trust Company Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Excellent communication skills and well organized', 'Team spirit with the ability to work autonomously', 'Strong IT background / knowledge']","['The core goal of Data Controller is to provide an accurate value and setting among all types of financial instruments within our systems. ', 'This is a back office role as part of our Master Data Services. You will be part of an enthusiastic team experiencing operations within the fund industry.', 'Job Responsibilities:', 'Control and validate market data coming from data providers (Bloomberg, Reuters etc)', 'Analyse and execute the corporate action event (dividend, spin off, shares split etc)', 'Document, enhance and streamline the operational process', 'Complete all the tasks within different deadlines during the day', 'Closely work with Europe and North America offices regarding market data enquires', 'Take charge of different projects to develop the team in Hong Kong', 'Requirements:', 'Experience in Data management/Fund industry would be highly advantageous', 'Experience in VBA/SQL will be an advantage', 'Strong team spirit combined with the ability to work autonomously and pro-actively', 'Excellent communication skills and well organized', 'Project Management skills', 'Degree in Finance or Management of Information System or related', 'Fluent in English, Mandarin and Cantonese. Knowledge in\xa0French/Japanese/Korean and/or other\xa0foreign/Asian languages would be an advantage', 'Candidate with more related working experience will be considered for a senior role.', '\xa0', 'Competitive remuneration package will be offered to the successful applicant. We offer an environment that encourages diversity and continuous professional development. Aspiring talents please send your resume via JobsDB. Personal data provided in job applications will be used strictly in accordance with our personal data policy, a copy of which is available upon request.', 'For more information about the Group, please visit ', 'www.caceis.com']",Entry,Degree,2,"Full Time, Permanent",http://www.caceis.com,/hk/en/job/data-controller-market-data-100003008825905,"Banking / Finance, Analyst, Financial Services, Information Technology (IT), DBA",Financial Services,10-19-2021,NULL,1,1,NULL,NULL,NULL,NULL,NULL
IT Business Analyst - ERP (Corporate Systems),A.S. Watson Retail (HK) Limited,NULL,Not Specified,#VALUE!,NULL,NULL,"['Business Analyst', 'Business Process Streamlining', 'Business Process Re-Engineering']","['Come and join a Winning Team', 'We are Awesome!', 'Why Should You Join Us?', 'At ASW, we believe in our people, in teamwork and the importance of your personal growth.\xa0', 'If you are looking for the opportunity to join our award-winning international family with 15,000+ stores across 25 markets in Asia and Europe, the ASW family welcomes you¦\xa0 ', '#', 'BePartof', 'M', 'O', 'R', 'E', 'You can enjoy:', 'Comprehensive Medical and Life insurance coverage, including your spouse and children!', 'Professional training and career advancement opportunities!', 'Attractive ACCA and CPA Australia Recognized Employee Partnership for F&A talents!', 'Exclusive company pension schemes!\xa0 Marriage, Maternity and Paternity Leave!', 'Convenient office location, less than 5 min. walk from MTR!', 'Contemporary workplace, free drinks and chill out areas!\xa0 Onsite Clinic and Lactation Room!', 'Well-equipped Gym inside our office building, plus fitness and interest class packages!', 'Free round-trip lunchtime shuttle bus services to Shatin!', 'Exclusive shopping discount, Bazaar Sales for our people only!', 'Role Purpose:', 'As ', 'Business Analyst ', 'in Corporate System Team, ', 'you will learn and be responsible for business solutions which supporting the backbone of Retail business including the core Trading and Supply Chain.\xa0', 'A typical day in this Role:', '\xa0', 'Be the key player to drive business solution discussion with business stakeholders and cross-teams', 'Conduct discovery activities to help business users/ stakeholders discover and describe their business needs and use case', 'Justify and validate the needs and transform into a solution design', 'Lead and facilitate ideation of new solutions to create business values', 'Co-work with system analysts and business unit users on any solution testing and data preparation in solution implementation projects', '\xa0', 'This job is a good fit for You if:\xa0', 'You have strong passion in Business Process Re-engineering / Improvement', 'You are ', 'self-motivated, detailed minded', 'You have Open mindsets to new ideas and different ways of doing things', 'What we look for:', 'University Degree holder in Information Systems or any related disciplines', 'Minimum 2 years experience as Business Analyst or Business Process Flow Improvement Projects', 'Strong business domain knowledge in Retail Industry  Trading, Supply Chain and Finance', 'Proven experiences in business processes streamlining', 'Experiences in business solution implementation project', 'Experiences in managing project plan', 'Creative thinking, able to bring new ideas to help solve clients problem', 'Proactive and confident in managing stakeholders', 'What is holding you back?\xa0', 'Dont miss out on this great chance to shape Your life!\xa0', 'Apply now!', 'Interested parties please e-mail your full resume in WORD FORMAT with expected salary to our company email (shown in our Company Profile).', 'We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group.', 'Applicants not hearing from us within 6 weeks from the date of advertisement may consider their applications unsuccessful. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application.\xa0']",Middle,Degree,2,"Full Time, Permanent",https://www.aswatsoncareers.com/,/hk/en/job/it-business-analyst-erp-corporate-systems-100003008838340,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting",Wholesale / Retail,10-22-2021,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
